interaction_id,timestamp_utc,use_case,model_provider,model_name,cost_usd,latency_ms,proba_failure,action_review
INT001280,2025-02-10 06:25:06+00:00,coding_assistant,google,gemini-1.5-pro,0.40224,1719,0.34951791124185033,True
INT007976,2025-03-18 08:48:24+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.41248,976,0.3494846779635683,True
INT008617,2025-04-08 11:24:16+00:00,data_analysis,local,custom-local-8b,0.00104,1706,0.34931792286865987,True
INT005403,2025-03-15 02:01:13+00:00,coding_assistant,openai,gpt-4.1,0.0515999999999999,1289,0.34931465244197624,True
INT007311,2025-02-04 16:17:55+00:00,internal_qa,openai,gpt-4o-mini,0.02304,1099,0.3490112198651322,True
INT002734,2025-02-24 13:44:37+00:00,coding_assistant,mistral,mistral-large,0.0804,1073,0.34855979512388796,True
INT003456,2025-02-12 22:52:34+00:00,coding_assistant,meta,llama-3.1-70b,0.1564,920,0.34797304166143084,True
INT000701,2025-02-11 08:25:48+00:00,data_analysis,openai,gpt-4o-mini,0.0104,1172,0.3478691630812069,True
INT001686,2025-04-22 02:58:48+00:00,data_analysis,meta,llama-3.1-8b,0.0617999999999999,764,0.3475773619882003,True
INT003392,2025-04-01 14:54:31+00:00,data_analysis,openai,gpt-4o-mini,0.00768,1613,0.34740706368125474,True
INT008470,2025-04-08 17:30:04+00:00,coding_assistant,openai,gpt-4.1,0.6596000000000001,626,0.34691760522212767,True
INT000164,2025-02-24 01:34:16+00:00,internal_qa,openai,gpt-4.1,0.2292,834,0.34657989986072935,True
INT003676,2025-04-19 00:19:07+00:00,data_analysis,google,gemini-1.5-pro,0.304,865,0.34625448946018306,True
INT000913,2025-02-18 02:06:53+00:00,data_analysis,meta,llama-3.1-8b,0.08424,1169,0.3461599923558582,True
INT002883,2025-03-15 01:04:13+00:00,coding_assistant,meta,llama-3.1-8b,0.04248,444,0.3460354963601852,True
INT001685,2025-04-22 14:25:36+00:00,coding_assistant,google,gemini-1.5-pro,0.40864,894,0.34591526649957394,True
INT000746,2025-02-10 09:01:09+00:00,customer_support,google,gemini-1.5-pro,0.15328,2266,0.3458088149478749,True
INT004384,2025-04-17 17:40:26+00:00,data_analysis,openai,gpt-4.1,0.3096,1854,0.34488111025201884,True
INT001909,2025-03-04 08:56:54+00:00,data_analysis,mistral,mistral-large,0.1482,931,0.34460156806184017,True
INT006680,2025-02-04 16:07:41+00:00,internal_qa,mistral,mistral-large,0.13296,1125,0.34448230872664715,True
INT004143,2025-03-04 09:12:49+00:00,data_analysis,meta,llama-3.1-70b,0.3678,1330,0.34392287526127063,True
INT001091,2025-04-15 20:42:36+00:00,coding_assistant,mistral,mistral-large,0.11304,1738,0.3439163199583086,True
INT005339,2025-02-03 11:27:46+00:00,customer_support,meta,llama-3.1-70b,0.2719999999999999,1028,0.3438657928888351,True
INT000041,2025-04-27 22:11:49+00:00,customer_support,local,custom-local-8b,0.0059999999999999,487,0.3417987401958732,True
INT003571,2025-02-06 09:42:01+00:00,coding_assistant,local,custom-local-8b,0.0066,2145,0.34158148802166993,True
INT007822,2025-03-15 03:44:28+00:00,coding_assistant,meta,llama-3.1-70b,0.2259999999999999,1203,0.3414868836856438,True
INT002901,2025-03-22 14:07:46+00:00,coding_assistant,openai,gpt-4.1,0.3556,1287,0.3411419843992018,True
INT001663,2025-02-12 07:53:02+00:00,data_analysis,meta,llama-3.1-70b,0.3218,1328,0.34109373287677325,True
INT008701,2025-02-12 11:15:27+00:00,data_analysis,meta,llama-3.1-70b,0.2798,649,0.3407746177728026,True
INT001008,2025-03-22 08:58:56+00:00,internal_qa,google,gemini-1.5-pro,0.0272,711,0.34030361844396834,True
INT006460,2025-04-07 11:38:12+00:00,data_analysis,openai,gpt-4o-mini,0.02464,1037,0.3399980996862883,True
INT002188,2025-04-22 03:01:28+00:00,data_analysis,local,custom-local-8b,0.00444,928,0.3398496062535063,True
INT004624,2025-02-03 10:50:21+00:00,customer_support,meta,llama-3.1-8b,0.01664,1107,0.33973108910027894,True
INT002424,2025-02-02 08:42:45+00:00,customer_support,google,gemini-1.5-pro,0.30944,922,0.33965810658984197,True
INT004697,2025-04-22 03:29:03+00:00,data_analysis,google,gemini-1.5-pro,0.416,1606,0.3393007029656327,True
INT002076,2025-02-25 08:20:09+00:00,data_analysis,meta,llama-3.1-8b,0.05772,1508,0.33896748777800784,True
INT001121,2025-02-23 07:36:12+00:00,data_analysis,mistral,mistral-large,0.1968,1764,0.33889897127184343,True
INT003878,2025-03-05 14:40:30+00:00,customer_support,openai,gpt-4o-mini,0.0063199999999999,1485,0.3384418466373285,True
INT005916,2025-04-15 12:15:05+00:00,coding_assistant,openai,gpt-4.1,0.4012,1148,0.3382338751903155,True
INT001659,2025-02-12 04:05:05+00:00,data_analysis,openai,gpt-4.1,0.212,882,0.3381320624745127,True
INT005844,2025-04-27 23:48:25+00:00,customer_support,openai,gpt-4.1,0.1456,708,0.3376388402319383,True
INT008889,2025-04-09 09:19:20+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.20192,1235,0.3372426101486396,True
INT008705,2025-03-24 21:24:56+00:00,customer_support,meta,llama-3.1-70b,0.2994,1322,0.33677618951633054,True
INT002152,2025-03-23 08:59:29+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.55232,758,0.3363039929366735,True
INT007918,2025-03-07 00:05:30+00:00,coding_assistant,local,custom-local-8b,0.0052,1539,0.33627951305768644,True
INT003067,2025-02-06 17:19:55+00:00,customer_support,local,custom-local-8b,0.00348,1657,0.33612032965721667,True
INT008197,2025-02-03 00:56:58+00:00,internal_qa,mistral,mistral-large,0.13188,810,0.33503857309318963,True
INT002066,2025-04-30 19:42:42+00:00,data_analysis,meta,llama-3.1-8b,0.02288,818,0.33500927140878806,True
INT008729,2025-04-18 09:11:38+00:00,coding_assistant,mistral,mistral-large,0.07284,988,0.33444367476672704,True
INT004201,2025-02-09 03:51:59+00:00,customer_support,anthropic,claude-3.5-sonnet,0.27744,1000,0.33431280699591936,True
INT000740,2025-02-03 14:55:51+00:00,customer_support,google,gemini-1.5-pro,0.1075199999999999,460,0.3341072985526488,True
INT004005,2025-04-07 10:56:10+00:00,data_analysis,mistral,mistral-large,0.09492,1126,0.3339665183160975,True
INT000173,2025-04-07 10:51:11+00:00,data_analysis,meta,llama-3.1-8b,0.074,1375,0.33359725310903443,True
INT006949,2025-02-11 17:26:50+00:00,coding_assistant,meta,llama-3.1-8b,0.03444,1427,0.3334801587415001,True
INT002477,2025-03-23 09:25:16+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.352,1301,0.33303946367301174,True
INT003357,2025-03-11 08:45:47+00:00,coding_assistant,openai,gpt-4.1,0.4771999999999999,1125,0.33286347899349494,True
INT008916,2025-02-21 10:26:50+00:00,coding_assistant,meta,llama-3.1-8b,0.0850399999999999,1219,0.3325934230326075,True
INT006448,2025-04-30 20:18:05+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.43296,1898,0.33215314517302275,True
INT002516,2025-04-09 09:16:41+00:00,internal_qa,meta,llama-3.1-8b,0.01008,548,0.3319199261878948,True
INT007551,2025-03-23 10:22:45+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.62304,2146,0.33181254191190024,True
INT005950,2025-04-04 01:35:58+00:00,customer_support,local,custom-local-8b,0.005,959,0.3316532652845138,True
INT000383,2025-04-27 23:23:12+00:00,customer_support,google,gemini-1.5-pro,0.2112,1243,0.33165262604892626,True
INT000504,2025-02-20 07:57:56+00:00,coding_assistant,mistral,mistral-large,0.23424,800,0.3315768943379494,True
INT000391,2025-03-11 08:37:22+00:00,coding_assistant,mistral,mistral-large,0.11784,852,0.33132797604792497,True
INT007652,2025-04-14 23:22:09+00:00,data_analysis,google,gemini-1.5-pro,0.4259199999999999,1097,0.3311564361157144,True
INT000551,2025-04-14 22:14:15+00:00,data_analysis,local,custom-local-8b,0.00768,2047,0.33112649046398906,True
INT006005,2025-02-20 09:22:10+00:00,coding_assistant,openai,gpt-4.1,0.5711999999999999,1308,0.3310160488199656,True
INT000059,2025-03-14 09:12:42+00:00,customer_support,mistral,mistral-large,0.14964,965,0.33098075082684114,True
INT000151,2025-03-29 06:39:07+00:00,data_analysis,local,custom-local-8b,0.00144,545,0.33096604307545147,True
INT005530,2025-04-08 11:06:04+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.29664,1112,0.3308997703609254,True
INT001222,2025-02-17 16:58:20+00:00,customer_support,openai,gpt-4.1,0.4088,976,0.33070444436494356,True
INT001816,2025-02-07 12:41:06+00:00,internal_qa,google,gemini-1.5-pro,0.19904,734,0.3306540346962409,True
INT001994,2025-02-04 16:00:11+00:00,internal_qa,mistral,mistral-large,0.14076,1343,0.330194210574145,True
INT005490,2025-03-17 09:08:52+00:00,customer_support,openai,gpt-4.1,0.3724,753,0.3300954666757133,True
INT008423,2025-03-07 00:08:01+00:00,coding_assistant,local,custom-local-8b,0.00616,923,0.3296329541954242,True
INT008672,2025-03-19 20:34:16+00:00,internal_qa,openai,gpt-4.1,0.0339999999999999,1012,0.3293183376586324,True
INT001467,2025-03-01 15:22:17+00:00,customer_support,openai,gpt-4.1,0.3732,1263,0.3291431761006185,True
INT005469,2025-04-18 08:35:30+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.37536,822,0.3277740174709368,True
INT006629,2025-03-21 16:33:00+00:00,coding_assistant,mistral,mistral-large,0.09576,2728,0.32756440406271675,True
INT008793,2025-04-15 00:04:42+00:00,data_analysis,google,gemini-1.5-pro,0.55296,1024,0.3275385309552754,True
INT005231,2025-04-08 11:04:28+00:00,data_analysis,meta,llama-3.1-8b,0.0326,1135,0.3274026669191988,True
INT006468,2025-03-24 21:16:41+00:00,customer_support,meta,llama-3.1-8b,0.0278,930,0.32733491562838485,True
INT005639,2025-04-18 08:35:51+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.27936,2602,0.32729037501724134,True
INT007850,2025-02-24 04:26:04+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.22432,1706,0.3271429320626456,True
INT007177,2025-04-14 23:04:18+00:00,data_analysis,meta,llama-3.1-8b,0.04192,969,0.32709249737944784,True
INT006467,2025-04-14 22:29:56+00:00,data_analysis,openai,gpt-4o-mini,0.016,728,0.32689762137546663,True
INT007965,2025-03-23 10:44:17+00:00,coding_assistant,openai,gpt-4.1,0.79,1067,0.326841811910869,True
INT001620,2025-03-07 04:51:46+00:00,data_analysis,meta,llama-3.1-70b,0.064,1014,0.3267631415919194,True
INT004981,2025-04-22 16:00:22+00:00,coding_assistant,openai,gpt-4.1,0.174,682,0.3267201435265454,True
INT005894,2025-02-23 10:57:09+00:00,data_analysis,meta,llama-3.1-8b,0.02364,2369,0.3261602921047524,True
INT005717,2025-03-24 20:53:05+00:00,customer_support,google,gemini-1.5-pro,0.5414399999999999,969,0.3261423867466595,True
INT008709,2025-04-11 22:44:07+00:00,internal_qa,local,custom-local-8b,0.00564,1184,0.3255287064143442,True
INT008643,2025-02-21 10:03:30+00:00,coding_assistant,openai,gpt-4o-mini,0.01796,2515,0.3254888098003998,True
INT005400,2025-02-21 09:21:30+00:00,coding_assistant,mistral,mistral-large,0.12852,635,0.3249609284764543,True
INT001004,2025-02-03 00:41:30+00:00,internal_qa,google,gemini-1.5-pro,0.18176,1911,0.32469215751485503,True
INT006569,2025-03-05 02:36:53+00:00,customer_support,openai,gpt-4o-mini,0.00804,1135,0.3240387826378601,True
INT007803,2025-04-26 23:57:04+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.39904,1426,0.32337651761363495,True
INT006999,2025-04-30 20:29:50+00:00,data_analysis,meta,llama-3.1-8b,0.04856,1230,0.32336813929672004,True
INT006947,2025-02-03 00:48:00+00:00,internal_qa,local,custom-local-8b,0.00516,1686,0.32293012211034555,True
INT000982,2025-02-12 22:37:11+00:00,coding_assistant,meta,llama-3.1-70b,0.2606,734,0.32281770641750385,True
INT002254,2025-02-24 01:51:56+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.06112,1651,0.32255286631292857,True
INT001458,2025-04-09 14:41:39+00:00,internal_qa,meta,llama-3.1-8b,0.0307999999999999,712,0.32221086427750556,True
INT004606,2025-04-01 16:14:33+00:00,coding_assistant,openai,gpt-4.1,0.4828,804,0.32218381055281514,True
INT008680,2025-04-04 16:29:31+00:00,internal_qa,local,custom-local-8b,0.0054,737,0.3219578476911733,True
INT007949,2025-04-15 13:34:11+00:00,coding_assistant,mistral,mistral-large,0.1992,1846,0.32180194557361447,True
INT004721,2025-04-09 09:17:12+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.46432,1289,0.32179850229670387,True
INT007514,2025-04-11 22:35:58+00:00,internal_qa,local,custom-local-8b,0.00304,1797,0.3213570002004187,True
INT001293,2025-04-04 16:25:27+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.56256,1475,0.3212284623555345,True
INT001034,2025-03-29 07:03:56+00:00,data_analysis,openai,gpt-4.1,0.4519999999999999,2144,0.3210544614629374,True
INT006228,2025-03-19 20:33:00+00:00,internal_qa,meta,llama-3.1-8b,0.10496,1704,0.32096583332465767,True
INT007510,2025-04-03 00:03:55+00:00,customer_support,local,custom-local-8b,0.00376,714,0.32031023196000197,True
INT003906,2025-04-12 06:34:08+00:00,customer_support,openai,gpt-4.1,0.1504,1091,0.32011569329369083,True
INT008314,2025-02-21 08:46:18+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.51776,888,0.3200707368440415,True
INT003335,2025-03-28 09:57:34+00:00,data_analysis,meta,llama-3.1-8b,0.0342,942,0.3199332925908878,True
INT000085,2025-04-08 09:39:26+00:00,data_analysis,openai,gpt-4o-mini,0.02304,1282,0.3198173179751697,True
INT006494,2025-04-09 15:46:34+00:00,coding_assistant,google,gemini-1.5-pro,0.53856,1181,0.3198041427089713,True
INT001710,2025-02-21 07:05:57+00:00,internal_qa,local,custom-local-8b,0.0044,768,0.3197958106704447,True
INT008939,2025-02-17 18:22:20+00:00,customer_support,openai,gpt-4o-mini,0.02792,590,0.3197247350943929,True
INT003988,2025-04-26 23:42:11+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.34528,1055,0.3194195320560393,True
INT005529,2025-02-12 04:23:10+00:00,data_analysis,openai,gpt-4.1,0.6408,888,0.319157345410499,True
INT002886,2025-02-11 17:19:59+00:00,coding_assistant,meta,llama-3.1-70b,0.2652,694,0.3191251366170495,True
INT001778,2025-02-02 08:41:15+00:00,customer_support,anthropic,claude-3.5-sonnet,0.34464,1167,0.3182374629784494,True
INT005427,2025-02-10 06:28:47+00:00,coding_assistant,openai,gpt-4.1,0.456,1517,0.31819411750937243,True
INT005664,2025-04-05 16:27:39+00:00,customer_support,local,custom-local-8b,0.0055999999999999,1307,0.3178716686379964,True
INT008623,2025-03-01 17:32:08+00:00,customer_support,google,gemini-1.5-pro,0.5472,1240,0.31776680079613473,True
INT005788,2025-04-08 08:51:48+00:00,data_analysis,local,custom-local-8b,0.00584,659,0.31707539120953965,True
INT000588,2025-03-03 16:52:54+00:00,customer_support,local,custom-local-8b,0.0063199999999999,1418,0.31666602797940824,True
INT000283,2025-02-21 23:16:09+00:00,internal_qa,meta,llama-3.1-8b,0.04752,822,0.31665781847792407,True
INT000631,2025-02-06 09:37:00+00:00,coding_assistant,google,gemini-1.5-pro,0.71104,1491,0.3162509740855957,True
INT006865,2025-04-14 22:56:06+00:00,data_analysis,meta,llama-3.1-70b,0.393,1579,0.31595958327585366,True
INT006179,2025-02-11 19:18:57+00:00,customer_support,anthropic,claude-3.5-sonnet,0.51808,758,0.3159101513079062,True
INT004755,2025-02-11 18:58:25+00:00,customer_support,anthropic,claude-3.5-sonnet,0.3318399999999999,816,0.3158862339312878,True
INT000192,2025-02-24 01:42:30+00:00,internal_qa,google,gemini-1.5-pro,0.20576,669,0.31587079908644033,True
INT003555,2025-02-21 07:29:45+00:00,internal_qa,meta,llama-3.1-8b,0.06884,1239,0.3154784396631917,True
INT008779,2025-04-09 15:15:07+00:00,internal_qa,openai,gpt-4o-mini,0.02164,1459,0.3148547457864278,True
INT008541,2025-03-18 09:02:35+00:00,data_analysis,local,custom-local-8b,0.0054,1093,0.3144589043008043,True
INT006395,2025-04-27 23:53:40+00:00,customer_support,google,gemini-1.5-pro,0.56448,1048,0.31404121205200747,True
INT004558,2025-03-06 04:46:03+00:00,customer_support,openai,gpt-4.1,0.6135999999999999,608,0.3139907722580878,True
INT001636,2025-03-28 09:29:25+00:00,internal_qa,local,custom-local-8b,0.00532,1925,0.3134971252959513,True
INT003969,2025-04-18 08:11:04+00:00,coding_assistant,openai,gpt-4o-mini,0.0430399999999999,909,0.3133985018932486,True
INT000317,2025-04-02 22:28:43+00:00,customer_support,anthropic,claude-3.5-sonnet,0.18208,461,0.31313542842374686,True
INT000358,2025-04-11 22:19:26+00:00,internal_qa,local,custom-local-8b,0.00384,571,0.31305556772507503,True
INT000349,2025-04-03 03:22:39+00:00,customer_support,openai,gpt-4o-mini,0.01808,747,0.3129301045300406,True
INT008377,2025-04-09 16:02:06+00:00,coding_assistant,google,gemini-1.5-pro,0.32352,789,0.31267646280844186,True
INT002970,2025-03-21 16:31:28+00:00,coding_assistant,google,gemini-1.5-pro,0.45376,1160,0.312600221694381,True
INT002946,2025-03-21 16:31:15+00:00,coding_assistant,openai,gpt-4o-mini,0.03,1083,0.31245369547795576,True
INT003554,2025-03-14 09:16:24+00:00,customer_support,anthropic,claude-3.5-sonnet,0.24512,1181,0.31229128136599554,True
INT000767,2025-03-01 14:37:38+00:00,customer_support,meta,llama-3.1-8b,0.04548,980,0.312203431240253,True
INT008963,2025-04-15 00:05:36+00:00,data_analysis,meta,llama-3.1-8b,0.07912,952,0.31215792107143864,True
INT008017,2025-04-14 23:34:59+00:00,data_analysis,meta,llama-3.1-8b,0.06136,1214,0.3117459096652806,True
INT004418,2025-02-27 07:27:25+00:00,customer_support,openai,gpt-4o-mini,0.013,581,0.31162016761638206,True
INT005899,2025-04-27 23:49:17+00:00,customer_support,openai,gpt-4o-mini,0.0168,1181,0.3116197591764705,True
INT000587,2025-04-02 22:31:39+00:00,customer_support,anthropic,claude-3.5-sonnet,0.31168,707,0.31142700290187364,True
INT001298,2025-02-03 00:42:42+00:00,internal_qa,meta,llama-3.1-8b,0.02836,409,0.31138757935124667,True
INT004519,2025-02-12 08:30:54+00:00,data_analysis,mistral,mistral-large,0.0871199999999999,711,0.3113488223224945,True
INT007429,2025-03-23 10:15:04+00:00,coding_assistant,meta,llama-3.1-8b,0.09036,1924,0.3109174203665227,True
INT005193,2025-02-08 11:07:00+00:00,customer_support,anthropic,claude-3.5-sonnet,0.60992,1107,0.3107839426383207,True
INT008970,2025-04-26 23:59:22+00:00,data_analysis,local,custom-local-8b,0.00692,697,0.31050724372871324,True
INT003419,2025-03-07 06:47:27+00:00,data_analysis,mistral,mistral-large,0.087,730,0.31034710527685555,True
INT006253,2025-02-17 17:36:22+00:00,customer_support,anthropic,claude-3.5-sonnet,0.15808,696,0.31005209295905356,True
INT008428,2025-03-15 01:53:49+00:00,customer_support,anthropic,claude-3.5-sonnet,0.43776,953,0.30988918316733316,True
INT005928,2025-03-03 17:13:10+00:00,customer_support,anthropic,claude-3.5-sonnet,0.59232,728,0.3094090454394903,True
INT002854,2025-04-09 14:58:46+00:00,coding_assistant,openai,gpt-4o-mini,0.0204799999999999,558,0.30939761330284016,True
INT007737,2025-04-05 16:29:51+00:00,customer_support,openai,gpt-4.1,0.4427999999999999,1054,0.3093349816183292,True
INT008478,2025-04-09 16:15:50+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.14912,1835,0.30932205652360517,True
INT004959,2025-02-21 23:21:32+00:00,internal_qa,local,custom-local-8b,0.0037199999999999,1585,0.3091599649554956,True
INT005441,2025-04-09 15:42:02+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.56768,1354,0.3090526835869234,True
INT001643,2025-03-22 09:00:13+00:00,internal_qa,meta,llama-3.1-8b,0.06144,1730,0.3087971945150051,True
INT004363,2025-03-19 20:28:25+00:00,internal_qa,mistral,mistral-large,0.0798,1782,0.3083552190825301,True
INT007630,2025-04-09 15:13:23+00:00,internal_qa,openai,gpt-4o-mini,0.01384,462,0.30811903604538377,True
INT004672,2025-03-18 13:56:43+00:00,coding_assistant,anthropic,claude-3.5-sonnet,0.1897599999999999,2007,0.3071504737911718,True
INT008868,2025-04-03 00:14:55+00:00,customer_support,openai,gpt-4o-mini,0.0059999999999999,2318,0.3069013907360024,True
INT001815,2025-02-21 07:07:30+00:00,internal_qa,mistral,mistral-large,0.1875599999999999,1542,0.3066310755556395,True
INT008693,2025-04-08 11:29:41+00:00,data_analysis,meta,llama-3.1-8b,0.09604,1395,0.30639731002652765,True
INT006925,2025-04-22 16:23:13+00:00,coding_assistant,meta,llama-3.1-70b,0.4204,855,0.3061768241168543,True
INT008884,2025-03-24 21:28:14+00:00,customer_support,openai,gpt-4.1,0.4044,1090,0.3057295468185176,True
INT003233,2025-04-26 23:36:14+00:00,data_analysis,google,gemini-1.5-pro,0.44736,1032,0.30513243018635483,True
INT005822,2025-03-22 09:13:49+00:00,internal_qa,mistral,mistral-large,0.04512,782,0.3050300457243541,True
INT002009,2025-02-27 07:22:02+00:00,customer_support,local,custom-local-8b,0.00444,561,0.3047643138185256,True
INT000506,2025-02-12 07:36:24+00:00,data_analysis,mistral,mistral-large,0.099,1958,0.3046337185675346,True
INT006845,2025-03-12 20:27:39+00:00,internal_qa,local,custom-local-8b,0.00524,1286,0.3045737842279057,True
INT007224,2025-04-30 21:04:37+00:00,data_analysis,openai,gpt-4o-mini,0.02108,2413,0.3042885851996512,True
INT003990,2025-02-21 08:37:52+00:00,internal_qa,openai,gpt-4.1,0.2484,1211,0.3037622915884471,True
INT008865,2025-04-30 22:01:15+00:00,data_analysis,meta,llama-3.1-8b,0.1076,2019,0.3036411009740095,True
INT002355,2025-03-04 08:31:00+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.6502399999999999,1334,0.3034499181859155,True
INT000577,2025-04-03 22:46:57+00:00,customer_support,openai,gpt-4.1,0.3304,614,0.30338537501969515,True
INT007226,2025-04-09 14:42:42+00:00,internal_qa,openai,gpt-4o-mini,0.0262,2127,0.303066186545111,True
INT007199,2025-04-22 03:43:01+00:00,data_analysis,mistral,mistral-large,0.12024,1635,0.30285720533130495,True
INT004704,2025-03-29 07:09:20+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.1568,1536,0.30235873151244574,True
INT000955,2025-02-20 08:13:57+00:00,coding_assistant,openai,gpt-4o-mini,0.04332,717,0.3016065338783852,True
INT007910,2025-02-24 04:34:35+00:00,internal_qa,meta,llama-3.1-70b,0.249,803,0.30152421815504893,True
INT002702,2025-02-09 03:50:16+00:00,customer_support,meta,llama-3.1-8b,0.08436,748,0.3012863764883941,True
INT003327,2025-02-06 17:53:10+00:00,customer_support,anthropic,claude-3.5-sonnet,0.13888,932,0.3012649117388407,True
INT002512,2025-04-03 04:02:31+00:00,customer_support,local,custom-local-8b,0.00576,727,0.300928252682141,True
INT001693,2025-04-19 00:18:17+00:00,data_analysis,mistral,mistral-large,0.09396,1964,0.3001833119402877,True
INT007305,2025-03-28 10:00:20+00:00,data_analysis,google,gemini-1.5-pro,0.61664,1277,0.2995648690023865,True
INT006547,2025-02-06 19:02:55+00:00,customer_support,mistral,mistral-large,0.10272,1363,0.29925835711026355,True
INT004810,2025-04-04 01:16:14+00:00,customer_support,openai,gpt-4.1,0.5584,1180,0.2989594214607275,True
INT008614,2025-02-21 23:22:17+00:00,internal_qa,anthropic,claude-3.5-sonnet,0.27616,1220,0.2988502542770134,True
INT005160,2025-04-11 17:17:21+00:00,data_analysis,meta,llama-3.1-8b,0.03592,837,0.29865151104619214,True
INT004185,2025-04-11 22:32:57+00:00,internal_qa,meta,llama-3.1-70b,0.4294,827,0.29863712515920277,True
INT003904,2025-02-07 12:52:15+00:00,internal_qa,meta,llama-3.1-8b,0.01532,1095,0.2984796368351649,True
INT008370,2025-03-24 21:17:25+00:00,customer_support,meta,llama-3.1-8b,0.03356,1823,0.2979889291330818,True
INT003025,2025-02-03 15:18:01+00:00,customer_support,meta,llama-3.1-8b,0.0312,1162,0.29792008333660014,True
INT002466,2025-04-09 09:14:11+00:00,internal_qa,openai,gpt-4o-mini,0.0364,925,0.2977709744032807,True
INT007094,2025-03-04 08:21:42+00:00,coding_assistant,meta,llama-3.1-70b,0.2002,438,0.29756204894391125,True
INT001084,2025-03-05 14:27:48+00:00,customer_support,local,custom-local-8b,0.0046,1141,0.2974813379461751,True
INT004975,2025-03-26 10:28:11+00:00,internal_qa,google,gemini-1.5-pro,0.59744,1233,0.2972995482207239,True
INT003903,2025-02-27 07:24:51+00:00,customer_support,openai,gpt-4o-mini,0.01656,409,0.297048871922827,True
INT007217,2025-03-26 11:10:34+00:00,internal_qa,openai,gpt-4.1,0.398,1586,0.2968573015959039,True
INT003736,2025-04-04 16:28:08+00:00,internal_qa,meta,llama-3.1-70b,0.051,1810,0.2968386377814747,True
INT002205,2025-02-21 07:19:11+00:00,internal_qa,mistral,mistral-large,0.1264799999999999,658,0.2963885116326108,True
INT000036,2025-02-25 07:55:30+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.3443199999999999,902,0.29594660331603334,True
INT008573,2025-03-26 22:42:10+00:00,customer_support,anthropic,claude-3.5-sonnet,0.46048,1249,0.2957417782943304,True
INT008253,2025-03-22 09:24:23+00:00,internal_qa,google,gemini-1.5-pro,0.28992,2408,0.29537810992264624,True
INT002323,2025-02-03 08:24:46+00:00,customer_support,mistral,mistral-large,0.04308,1395,0.2952473809513843,True
INT002000,2025-02-25 08:04:18+00:00,data_analysis,meta,llama-3.1-8b,0.0846399999999999,1470,0.29513526598593337,True
INT000540,2025-02-12 09:01:05+00:00,data_analysis,meta,llama-3.1-8b,0.09912,1087,0.29485029667845986,True
INT001829,2025-02-03 00:44:53+00:00,internal_qa,openai,gpt-4.1,0.1984,1130,0.2947716081119545,True
INT007317,2025-03-03 17:18:36+00:00,customer_support,openai,gpt-4o-mini,0.0264,1111,0.29457242753973356,True
INT000223,2025-04-04 16:25:25+00:00,internal_qa,openai,gpt-4.1,0.3256,1579,0.2942262399407459,True
INT001875,2025-04-18 14:37:28+00:00,customer_support,anthropic,claude-3.5-sonnet,0.45792,855,0.29395485379314423,True
INT000604,2025-04-18 10:49:39+00:00,customer_support,meta,llama-3.1-8b,0.0540799999999999,3427,0.29337734355442835,True
INT008912,2025-02-06 10:30:12+00:00,coding_assistant,openai,gpt-4o-mini,0.0257999999999999,1622,0.2932170655022414,True
INT000707,2025-03-01 14:20:00+00:00,customer_support,mistral,mistral-large,0.12132,879,0.29305106823317095,True
INT007399,2025-03-01 15:43:16+00:00,customer_support,mistral,mistral-large,0.11376,1450,0.29206713254122024,True
INT008624,2025-04-22 04:25:22+00:00,data_analysis,openai,gpt-4o-mini,0.02064,412,0.291601913091902,True
INT002962,2025-02-03 09:01:42+00:00,customer_support,anthropic,claude-3.5-sonnet,0.32032,833,0.29063075126261245,True
INT000717,2025-02-07 12:39:06+00:00,internal_qa,openai,gpt-4.1,0.1908,709,0.2900909905817456,True
INT005802,2025-02-11 08:26:43+00:00,data_analysis,mistral,mistral-large,0.13656,2125,0.2897820321487746,True
INT000493,2025-04-11 15:36:00+00:00,data_analysis,local,custom-local-8b,0.00596,1860,0.2892687913675236,True
INT000765,2025-02-12 10:21:30+00:00,data_analysis,openai,gpt-4.1,0.5115999999999999,970,0.2886063555285832,True
INT006286,2025-04-03 05:46:27+00:00,customer_support,mistral,mistral-large,0.08148,1126,0.2883660778505092,True
